,date,manner_of_death,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,state_name,PopEstimate2015,PopEstimate2016,PopEstimate2017,PopEstimate2018,PopEstimate2019,PopEstimate2020,PopEstimate2021
159,2020-09-20,shot,39,F,White,Redmond,WA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
160,2020-09-24,shot,43,M,White,Airway Heights,WA,False,undetermined,Not fleeing,True,True,30-44,armed,gun,gun,1,9,2020,3,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
161,2020-10-02,shot,33,M,Hispanic,Longview,WA,False,other,Foot,False,True,30-44,armed,gun,gun,1,10,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
163,2020-10-29,shot,21,M,Black,Hazel Dell,WA,False,other,Foot,False,True,18-29,armed,gun,gun,1,10,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
165,2020-11-04,shot,60,M,White,Kent,WA,True,attack,Foot,True,True,45-59,armed,gun,gun,1,11,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
167,2020-11-22,shot,41,M,White,Spokane Valley,WA,False,attack,Car,False,True,30-44,armed,other weapon,other weapon,1,11,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
169,2020-12-27,shot,40,M,White,Lewiston,WA,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,12,2020,4,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
170,2021-01-05,shot,36,M,White,Spokane,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
171,2021-01-25,shot,50,M,White,Graham,WA,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
172,2021-02-04,shot,30,M,Black,Hazel Dell,WA,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,unarmed,1,2,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
173,2021-02-09,shot,45,M,Black,Seattle,WA,False,attack,Not fleeing,True,True,30-44,armed,gun,gun,1,2,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
174,2021-02-16,shot,44,M,White,Seattle,WA,True,other,Foot,True,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2021,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
188,2022-01-29,shot,52,M,White,Battle Ground,WA,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
195,2022-03-15,shot,40,M,White,Spanaway,WA,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,3,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
196,2022-03-16,shot,37,M,White,Tacoma,WA,False,other,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,3,2022,1,Washington,7163657,7294771,7423362,7523869,7614893,7718785,7738692
204,2015-01-02,shot,47,M,White,Aloha,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
205,2015-02-15,shot,34,M,White,Colton,OR,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
206,2015-03-17,shot,49,M,White,Medford,OR,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
207,2015-03-22,tasered and shot,36,M,White,Portland,OR,True,other,Foot,False,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
208,2015-03-30,shot,49,M,White,Eugene,OR,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,3,2015,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
209,2015-04-24,shot,49,M,White,Eugene,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,4,2015,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
210,2015-05-29,shot,55,M,White,Wilderville,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,5,2015,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
212,2015-06-28,shot,29,M,White,Portland,OR,False,attack,Not fleeing,False,True,18-29,unarmed,unarmed,toy weapon,1,6,2015,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
213,2015-07-01,shot,24,M,Black,McMinnville,OR,False,attack,Foot,False,True,18-29,undetermined,undetermined,undetermined,1,7,2015,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
214,2015-07-01,shot,32,M,White,Josephine County,OR,False,attack,Car,False,True,30-44,armed,gun,gun,1,7,2015,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
215,2015-07-08,shot,59,M,White,Beaverton,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2015,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
216,2015-10-02,shot,55,F,White,Aloha,OR,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2015,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
217,2015-10-28,shot,35,M,White,Salem,OR,False,attack,Car,False,True,30-44,armed,gun,gun,1,10,2015,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
218,2015-11-06,shot,51,M,White,Portland,OR,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,11,2015,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
219,2016-01-16,shot,44,M,White,Beaverton,OR,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
220,2016-01-18,shot,27,M,White,Medford,OR,False,other,Foot,False,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
221,2016-01-26,shot,55,M,White,Burns,OR,False,other,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
222,2016-01-28,shot,19,M,Black,Clackamas County,OR,True,other,Not fleeing,False,True,18-29,armed,gun,gun,1,1,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
223,2016-02-05,shot,55,M,White,Seaside,OR,False,attack,Not fleeing,True,True,45-59,armed,gun,gun,1,2,2016,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
224,2016-05-21,shot,38,M,White,Oregon City,OR,True,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
225,2016-05-24,shot,22,M,White,Gresham,OR,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
226,2016-05-30,shot,70,M,White,Tualatin,OR,False,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
227,2016-05-31,shot,36,M,White,Bend,OR,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2016,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
228,2016-07-05,shot,29,M,White,Salem,OR,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,7,2016,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
229,2016-10-13,tasered and shot,46,M,White,Grants Pass,OR,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,10,2016,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
230,2016-12-06,shot,52,M,White,Portland,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,12,2016,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
232,2016-12-23,tasered and shot,31,M,White,Bend,OR,True,other,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,12,2016,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
233,2016-12-25,shot,30,M,White,King City,OR,True,attack,Car,False,True,18-29,armed,gun,gun,1,12,2016,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
234,2017-02-09,shot,17,M,Black,Portland,OR,False,other,Foot,False,True,Under 18,unarmed,unarmed,toy weapon,1,2,2017,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
235,2017-02-21,shot,51,M,White,Beaverton,OR,True,other,Not fleeing,False,True,45-59,armed,gun,gun,1,2,2017,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
236,2017-04-21,shot,25,M,White,West Linn,OR,True,other,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2017,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
237,2017-04-24,shot,35,M,White,Wolf Creek,OR,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,4,2017,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
238,2017-05-10,shot,24,M,Black,Portland,OR,True,other,Foot,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2017,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
239,2017-06-24,shot,37,M,White,Florence,OR,True,attack,Car,False,True,30-44,armed,gun,gun,1,6,2017,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
240,2017-07-03,shot,25,M,White,Hillsboro,OR,False,attack,Foot,False,True,18-29,armed,gun,gun,1,7,2017,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
241,2017-07-18,shot,70,M,White,Springfield,OR,True,other,Not fleeing,False,True,60-75,armed,gun,gun,1,7,2017,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
242,2017-09-26,shot,31,M,White,Eugene,OR,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2017,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
243,2017-10-28,shot,17,M,Hispanic,Polk County,OR,False,other,Car,False,True,Under 18,armed,other weapon,knife/cutting instrument,1,10,2017,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
244,2017-11-23,shot,26,M,Hispanic,Klamath Falls,OR,False,other,Foot,False,True,18-29,armed,gun,gun,1,11,2017,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
246,2018-01-12,shot,54,M,White,Sherwood,OR,False,attack,Car,False,True,45-59,armed,gun,gun,1,1,2018,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
247,2018-01-12,shot,37,M,White,Cave Junction,OR,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2018,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
248,2018-01-15,shot,42,M,Hispanic,Eugene,OR,False,other,Not fleeing,False,True,30-44,armed,gun,gun,1,1,2018,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
249,2018-03-10,shot,20,M,Black,Hillsboro,OR,True,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,3,2018,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
250,2018-03-14,shot,26,M,White,Keizer,OR,False,other,Foot,False,True,18-29,undetermined,undetermined,undetermined,1,3,2018,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
251,2018-04-07,shot,48,M,White,Portland,OR,True,other,Other,False,True,45-59,armed,other weapon,knife/cutting instrument,1,4,2018,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
252,2018-05-18,shot,24,M,White,Gresham,OR,False,other,Car,False,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
253,2018-06-20,shot,44,M,White,Bend,OR,False,other,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,6,2018,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
254,2018-06-23,shot,47,M,White,Coos Bay,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,6,2018,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
255,2018-06-29,shot,45,M,White,Portland,OR,False,undetermined,Not fleeing,False,True,30-44,armed,gun,gun,1,6,2018,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
256,2018-07-07,shot,27,M,White,Amity,OR,False,attack,Foot,False,True,18-29,unarmed,unarmed,unarmed,1,7,2018,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
257,2018-07-24,shot,44,M,White,Seaside,OR,False,other,Not fleeing,True,True,30-44,armed,gun,gun,1,7,2018,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
258,2018-09-30,shot,27,M,Black,Portland,OR,False,attack,Not fleeing,False,True,18-29,armed,gun,gun,1,9,2018,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
259,2018-10-05,shot,48,M,White,Klamath Falls,OR,False,attack,Foot,False,True,45-59,armed,gun,gun,1,10,2018,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
260,2018-10-10,shot,30,M,White,Portland,OR,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,10,2018,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
262,2019-01-05,shot,50,M,White,Milwaukie,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,1,2019,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
263,2019-01-06,tasered and shot,36,M,Black,Portland,OR,True,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2019,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
264,2019-01-11,shot,30,M,Hispanic,Eugene,OR,False,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,1,2019,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
265,2019-01-19,shot,42,M,White,Clackamas County,OR,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2019,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
266,2019-03-14,shot,25,M,White,Ontario,OR,True,attack,Car,False,True,18-29,armed,gun,gun,1,3,2019,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
268,2019-03-31,shot,33,F,White,Springfield,OR,True,other,Car,False,True,30-44,armed,other weapon,other weapon,1,3,2019,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
269,2019-04-14,shot,33,M,White,Portland,OR,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,4,2019,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
270,2019-04-29,shot,42,M,White,Portland,OR,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2019,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
271,2019-06-09,shot,38,M,White,Portland,OR,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2019,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
273,2019-07-30,shot,31,M,White,Portland,OR,False,attack,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,7,2019,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
274,2019-08-23,shot,34,M,White,Cottage Grove,OR,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,8,2019,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
275,2019-09-18,shot,43,M,White,Salem,OR,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,9,2019,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
276,2019-10-17,shot,27,M,White,Oakridge,OR,False,other,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,10,2019,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
277,2019-10-21,shot,39,M,White,Hillsboro,OR,False,attack,Not fleeing,False,True,30-44,armed,gun,gun,1,10,2019,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
278,2019-11-30,shot,40,M,Hispanic,Eugene,OR,False,attack,Not fleeing,False,True,30-44,unarmed,unarmed,unarmed,1,11,2019,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
279,2019-12-08,shot,51,M,White,Portland,OR,True,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,12,2019,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
280,2020-01-01,shot,29,M,White,Central Point,OR,True,attack,Not fleeing,True,True,18-29,armed,gun,gun,1,1,2020,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
281,2020-01-02,shot,69,M,White,Hillsboro,OR,True,attack,Not fleeing,False,True,60-75,armed,gun,gun,1,1,2020,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
282,2020-02-14,shot,21,M,Hispanic,Silverton,OR,False,other,Not fleeing,True,True,18-29,armed,gun,gun,1,2,2020,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
283,2020-03-14,shot,32,M,White,Springfield,OR,False,attack,Not fleeing,False,True,30-44,armed,other weapon,other weapon,1,3,2020,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
285,2020-04-02,shot,40,M,White,Lincoln CIty,OR,False,other,Not fleeing,False,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2020,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
286,2020-04-10,shot,36,M,White,Klamath Falls,OR,False,attack,Car,False,True,30-44,armed,gun,gun,1,4,2020,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
287,2020-04-11,shot,54,M,White,Clackamas County,OR,False,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,4,2020,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
288,2020-05-28,tasered and shot,26,M,White,Washington County,OR,False,other,Not fleeing,True,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2020,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
289,2020-05-31,shot,49,M,White,Portland,OR,False,undetermined,Not fleeing,False,True,45-59,undetermined,undetermined,undetermined,1,5,2020,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
290,2020-07-03,shot,58,M,White,Welches,OR,True,attack,Not fleeing,False,True,45-59,armed,gun,gun,1,7,2020,3,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
291,2020-10-29,shot,30,M,Hispanic,Salem,OR,False,attack,Foot,False,True,18-29,armed,gun,gun,1,10,2020,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
294,2020-12-08,shot,27,M,White,Gates,OR,False,attack,Car,False,True,18-29,armed,other weapon,air/bb/pellet guns,1,12,2020,4,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
296,2021-01-01,shot,37,M,Black,Valley Falls,OR,False,other,Not fleeing,False,True,30-44,unarmed,unarmed,toy weapon,1,1,2021,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
297,2021-01-03,shot,49,M,Hispanic,Ontario,OR,False,other,Not fleeing,False,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2021,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
298,2021-01-06,shot,26,M,White,Tigard,OR,True,attack,Not fleeing,False,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2021,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
299,2021-02-23,shot,39,M,White,Eagle Point,OR,False,attack,Car,False,True,30-44,armed,gun,gun,1,2,2021,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
300,2021-03-09,shot,30,M,White,Reedsport,OR,False,attack,Not fleeing,False,True,18-29,undetermined,undetermined,undetermined,1,3,2021,1,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
301,2021-04-02,shot,22,M,White,Salem,OR,True,other,Not fleeing,False,True,18-29,armed,gun,gun,1,4,2021,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
302,2021-04-03,shot,32,M,White,Corvallis,OR,False,other,Not fleeing,True,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2021,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
303,2021-04-16,shot,46,M,White,Portland,OR,False,other,Not fleeing,False,True,45-59,unarmed,unarmed,toy weapon,1,4,2021,2,Oregon,4015792,4089976,4143625,4181886,4217737,4241544,4246155
